"Prov","Comu","Dist","CodScuola","ScAssiciataA","Indirizzo","ScPrincipaleCon"
"ROMA","ROMA","019","RMIC8CH00A","","ROMA - VIA S. PINCHERLE 140","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMEE8CX01L","RMIC8CX00E","VIA LAURENTINA 710",""
"ROMA","ROMA","020","RMEE8CX02N","RMIC8CX00E","VIA CARLO EMILIO GADDA 80",""
"ROMA","ROMA","020","RMEE86101D","RMIC86100B","P. ZZA LODOVICO CERVA 45",""
"ROMA","ROMA","020","RMEE80301D","RMIC80300B","VIA ARDEATINA KM. 13 ROMA",""
"ROMA","ROMA","020","RMEE8CW01R","RMIC8CW00P","VIA BRUNO DE FINETTI 170/B FONTE LAURENTINA",""
"ROMA","ROMA","020","RMEE8F101D","RMIC8F100B","LARGO DINO BUZZATI 15 ROMA",""
"ROMA","ROMA","020","RMEE8FJ01D","RMIC8FJ00B","VIA FIUME GIALLO 45 ROMA",""
"ROMA","ROMA","020","RMEE8FH029","RMIC8FH006","VIA FRIGNANI 97 ROMA",""
"ROMA","ROMA","020","RMEE8B0017","RMIC8B0005","VIALE DON PASQUINO BORGHI 165 MOSTACCIANO",""
"ROMA","ROMA","020","RMEE8FJ02E","RMIC8FJ00B","LARGO F. BIGNOTTI 11 TORRINO-MEZZOCAMMINO",""
"ROMA","ROMA","020","RMEE862019","RMIC862007","VIA MARZABOTTO 12 LOC. VITINIA",""
"ROMA","ROMA","020","RMEE8B1013","RMIC8B1001","VIA I. TORSIELLO 57 TRIGORIA",""
"ROMA","ROMA","020","RMEE869025","RMIC869002","VIA ANDREA MILLEVOI800 ROMA",""
"ROMA","ROMA","020","RMEE8F104L","RMIC8F100B","VIA DELL'UMANESIMO",""
"ROMA","ROMA","020","RMEE8F102E","RMIC8F100B","VIA DELL'UMANESIMO",""
"ROMA","ROMA","020","RMEE8F103G","RMIC8F100B","VIA DELL'UMANESIMO",""
"ROMA","ROMA","020","RMEE8B0028","RMIC8B0005","VIA A. MORAVIA 401 QUARTIERE PAPILLO",""
"ROMA","ROMA","020","RMEE8FG02D","RMIC8FG00A","VIA CONSOLE 80 ROMA",""
"ROMA","ROMA","020","RMEE8FG01C","RMIC8FG00A","VIA SANTI SAVARINO 16 ROMA",""
"ROMA","ROMA","020","RMEE86103G","RMIC86100B","VIA DEI CORAZZIERI 110 ROMA",""
"ROMA","ROMA","020","RMEE8FH018","RMIC8FH006","VIA AVOLIO 91 ROMA",""
"ROMA","ROMA","020","RMEE8B1024","RMIC8B1001","VIA BUSTER KEATON S. N. C. VALLERANO",""
"ROMA","ROMA","020","RMEE8BY01P","RMIC8BY00L","ROMA",""
"ROMA","ROMA","020","RMEE8BZ01E","RMIC8BZ00C","VIA LIONE SNC",""
"ROMA","ROMA","020","RMEE8B201V","RMIC8B200R","ROMA",""
"ROMA","ROMA","020","RMEE8FH03A","RMIC8FH006","ROMA",""
"ROMA","ROMA","020","RMEE8FH04B","RMIC8FH006","ROMA",""
"ROMA","ROMA","020","RMEE8BZ02P","RMIC8BZ00C","V. LE ELETTRONICA 3 E. U. R.",""
"ROMA","ROMA","020","RMEE869014","RMIC869002","VIA VINCENZO DRAGO 108 ROMA",""
"ROMA","ROMA","020","RMIC8CX00E","","ROMA - VIA LAURENTINA 710","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC869002","","ROMA - VIA DELLA FONTE MERAVIGLIOSA 79","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC8B0005","","ROMA - VIA DON PASQUINO BORGHI 165","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC8F100B","","ROMA - LARGO DINO BUZZATI 13","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC86100B","","ROMA - PIAZZA L. CERVA 45","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC8FJ00B","","ROMA - VIA FIUME GIALLO 45","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC8FH006","","SPINACETO - VIA FRIGNANI 97","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC8FG00A","","ROMA - VIA SANTI SAVARINO 16","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC8BZ00C","","E. U. R. - VIALE DELLA GRANDE MURAGLIA 37","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC8BY00L","","ROMA - VIA CINA 4","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC8B1001","","ROMA - VIA ITALO TORSIELLO 57","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC8B200R","","ROMA - VIA ORSA MAGGIORE 112","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC80300B","","ROMA - VIA ARDEATINA 1274","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC862007","","LOC. VITINIA - VIA DEL RISARO 34/36","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","020","RMIC8CW00P","","ROMA - VIA BRUNO DE FINETTI 170/B","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMCT70700G","","ROMA - VIA DELLE AZZORRE 314","CON SEDE AMMINISTRATIVA"
"ROMA","ROMA","021","RMEE84001C","RMIC84000A","VIA DELL'ACQUA ROSSA 57 LOC. OSTIA",""
"ROMA","ROMA","021","RMEE80201N","RMIC80200G","VIA DELL'IDROSCALO 82 LIDO DI OSTIA",""
"ROMA","ROMA","021","RMEE8BX01V","RMIC8BX00R","VIA C. BESCHI 12 ACILIA",""
"ROMA","ROMA","021","RMEE8FK019","RMIC8FK007","CORSO DUCA DI GENOVA 137 ROMA LIDO",""
"ROMA","ROMA","021","RMEE85401A","RMIC854008","VIA FUNI 81 ACILIA",""
"ROMA","ROMA","021","RMEE83601R","RMIC83600P","VIA DI DRAGONE 451 DRAGONA (ROMA)",""
"ROMA","ROMA","021","RMEE8CZ03A","RMIC8CZ006","VIA GARRA 40 CASAL BERNOCCHI",""
"ROMA","ROMA","021","RMEE8CZ029","RMIC8CZ006","VIA GIORGIO DE LULLO 98/110",""
"ROMA","ROMA","021","RMEE8CZ018","RMIC8CZ006","VIA PIERO GHERARDI 39 ROMA",""
"ROMA","ROMA","021","RMEE834015","RMIC834003","VIA DELLE SALINE 4 OSTIA ANTICA",""
"ROMA","ROMA","021","RMEE851031","RMIC85100R","VIA BEDOLLO S. N. C. INFERNETTO",""
"ROMA","ROMA","021","RMEE85102X","RMIC85100R","VIALE DI CASTEL PORZIANO 512 INFERNETTO",""
"ROMA","ROMA","021","RMEE85101V","RMIC85100R","V. LE CASTEL PORZIANO 514 INFERNETTO",""
"ROMA","ROMA","021","RMEE8FQ029","RMIC8FQ006","LARGO ARISTOTELE 41 ROMA",""
"ROMA","ROMA","021","RMEE8BX034","RMIC8BX00R","VIA T. SIGNORINI 78/VIA O. AMATO 65 ROMA",""
"ROMA","ROMA","021","RMEE8FQ018","RMIC8FQ006","VIA PIRGOTELE 20 CASAL PALOCCO",""
"ROMA","ROMA","021","RMEE8FN01R","RMIC8FN00P","VIA DELLE QUINQUEREMI 19 LIDO DI OSTIA",""
"ROMA","ROMA","021","RMEE8FR014","RMIC8FR002","VIA CILEA 269 INFERNETTO",""
"ROMA","ROMA","021","RMEE8FM011","RMIC8FM00V","VIA CAPO D'ARMI 80 ROMA",""
"ROMA","ROMA","021","RMEE841029","RMIC841006","VIA CATRANI 55 ROMA",""
"ROMA","ROMA","021","RMEE8FP01C","RMIC8FP00A","VIA EURIPIDE 15 ROMA",""
"ROMA","ROMA","021","RMEE8FP02D","RMIC8FP00A","VIA OSCAR GHIGLIA 266/268 QUARTIERE MALAFEDE",""
"ROMA","ROMA","021","RMEE8FL015","RMIC8FL003","VIA MAR DEI CARAIBI 30 ROMA",""
"ROMA","ROMA","021","RMEE834026","RMIC834003","VIA ORIOLI 34 OSTIA ANTICA",""
"ROMA","ROMA","021","RMEE8FL026","RMIC8FL003","ROMA",""
"ROMA","ROMA","021","RMEE841018","RMIC841006","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"ROMA","ROMA","021","RMIC8CZ006","","VIA CAROTENUTO 30","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FP00A","","AXA - VIA STESICORO 115","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC80200G","","ROMA - VIA DELL'IDROSCALO 82","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC834003","","ZONA OSTIA ANTICA - VIA FRANCESCO ORIOLI 34","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC854008","","LOC. ACILIA - VIA ACHILLE FUNI 41","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC83600P","","ROMA - VIA DI DRAGONE 445","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC841006","","ROMA - VIALE A. RUSPOLI 80","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8BX00R","","ACILIA - VIA COSTANTINO BESCHI 12","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FQ006","","CASALPALOCCO - VIA PIRGOTELE 20","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FK007","","OSTIA - VIA GIULIANO DA SANGALLO 11","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FL003","","LIDO DI ROMA - VIA MAR DEI CARAIBI 30","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FM00V","","LOC. OSTIA LIDO - VIA MAR ROSSO 68","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FN00P","","ZONA OSTIA LIDO - V. LE VEGA 91","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FR002","","INFERNETTO - VIA FRANCESCO CILEA 269","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC84000A","","LOC. OSTIA - VIA DELLE AZZORRE 314 ROMA","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC85100R","","ROMA - INFERNETTO - VIALE DI CASTEL PORZIANO 516","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMEE8B8041","RMIC8B800Q","VIA MONTE DELLE CAPRE 39",""
"ROMA","ROMA","023","RMEE8F202A","RMIC8F2007","VIA GREVE 105 ROMA",""
"ROMA","ROMA","023","RMEE8F203B","RMIC8F2007","VIA S. PANTALEO CAMPANO 41",""
"ROMA","ROMA","023","RMEE8B802V","RMIC8B800Q","VIA MASSA MARITTIMA 1",""
"ROMA","ROMA","023","RMEE8B8052","RMIC8B800Q","VIA PORTUENSE 745 ROMA",""
"ROMA","ROMA","023","RMEE8B803X","RMIC8B800Q","VIA MARCO TULLIO ZANZUCCHI 21 LOC. MONTECUCCO",""
"ROMA","ROMA","023","RMEE842014","RMIC842002","VIA I. RIBOTTI 41 ROMA",""
"ROMA","ROMA","023","RMEE856012","RMIC85600X","VIA MAZZACURATI 90 ROMA",""
"ROMA","ROMA","023","RMEE8F2019","RMIC8F2007","VIA CUTIGLIANO 82 ROMA",""
"ROMA","ROMA","023","RMEE842025","RMIC842002","VIA D. LUPATELLI 1 ROMA",""
"ROMA","ROMA","023","RMEE8GY01V","RMIC8GY00R","VIA ORATORIO DAMASIANO 20 ROMA",""
"ROMA","ROMA","023","RMEE8FS03B","RMIC8FS007","VIA PAPARESCHI 22/A",""
"ROMA","ROMA","023","RMEE856023","RMIC85600X","VIA CASETTA MATTEI 269 ROMA",""
"ROMA","ROMA","023","RMEE856034","RMIC85600X","VIA PORTUENSE 1491 ROMA",""
"ROMA","ROMA","023","RMEE8FS019","RMIC8FS007","VIA CRUTO 41 ROMA",""
"ROMA","ROMA","023","RMEE8FS02A","RMIC8FS007","VIA BLASERNA 47 ROMA",""
"ROMA","ROMA","023","RMEE843021","RMIC84300T","VIA G. ASTOLFI 110",""
"ROMA","ROMA","023","RMEE8GY02X","RMIC8GY00R","VIA A. RESSI 50 ROMA",""
"ROMA","ROMA","023","RMEE84301X","RMIC84300T","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"ROMA","ROMA","023","RMIC85600X","","ROMA - VIA CASETTA MATTEI 279","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC8FS007","","ROMA - VIA GIUSEPPE BAGNERA 64","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC8F2007","","ROMA - VIA CUTIGLIANO 82","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC8GY00R","","ROMA - VIA ORATORIO DAMASIANO 20","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC842002","","ROMA - VIA F. S. BENUCCI 32","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC8B800Q","","VIA AFFOGALASINO 120","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC84300T","","ROMA - VIA SOLIDATI TIBURZI 2","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMEE8FW01L","RMIC8FW00E","VIA TORRIANI 44 ROMA",""
"ROMA","ROMA","024","RMEE8FX02D","RMIC8FX00A","VIA BRAVETTA 336 BRAVETTA",""
"ROMA","ROMA","024","RMEE8FV03V","RMIC8FV00P","VIA N. PARBONI 7 ROMA",""
"ROMA","ROMA","024","RMEE8FT015","RMIC8FT003","VIA BARRILI 13",""
"ROMA","ROMA","024","RMEE8FX01C","RMIC8FX00A","VIA DELLA PISANA 357 LOC. INCIS PISANA",""
"ROMA","ROMA","024","RMEE8FV01R","RMIC8FV00P","VIA DONNA OLIMPIA 45 ROMA",""
"ROMA","ROMA","024","RMEE8FV02T","RMIC8FV00P","LARGO RAVIZZA 2 ROMA",""
"ROMA","ROMA","024","RMEE8FZ014","RMIC8FZ002","P. ZZA C. FORLANINI 8 ROMA",""
"ROMA","ROMA","024","RMEE86501R","RMIC86500P","VIA I. DELLA GIOVANNA 125",""
"ROMA","ROMA","024","RMEE8F001N","RMIC8F000G","VIA CRIVELLI 24 ROMA",""
"ROMA","ROMA","024","RMEE8FW02N","RMIC8FW00E","VIA DELLA PISANA 168 ROMA",""
"ROMA","ROMA","024","RMEE8FU022","RMIC8FU00V","LARGO VALLAURI S. N. C. ROMA",""
"ROMA","ROMA","024","RMEE8FY018","RMIC8FY006","VIA F. VALAGUSSA 28 ROMA",""
"ROMA","ROMA","024","RMEE8FU011","RMIC8FU00V","VIA CASIMIRO MANASSEI 60",""
"ROMA","ROMA","024","RMIC8FT003","","ROMA - LARGO A. ORIANI 1","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FZ002","","ROMA - P. ZZA C. FORLANINI","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FX00A","","ROMA - VIA BRAVETTA 336","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8F000G","","ROMA - VIA CRIVELLI 24","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FY006","","ROMA - VIA D'AVARNA 9/11","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FW00E","","ROMA - VIA DEI TORRIANI 44","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FV00P","","VIA FABIOLA 15","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FU00V","","ROMA - VIA CASIMIRO MANASSEI60","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC86500P","","ROMA - VIA VANNI 5","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","025","RMCT709007","","ROMA - VIA ENNIO BONIFAZI 64","CON SEDE AMMINISTRATIVA"
"ROMA","ROMA","025","RMEE17200R","","PIAZZA MONTE GRAPPA 5 ROMA",""
"ROMA","ROMA","025","RMEE848013","RMIC848001","VIA G. BRUNO N. 2",""
"ROMA","ROMA","025","RMEE8GX013","RMIC8GX001","PARCO DELLA VITTORIA 30",""
"ROMA","ROMA","025","RMEE8GW017","RMIC8GW005","VIA MONTEZEBIO 35 ROMA",""
"ROMA","ROMA","025","RMEE17201T","","PIAZZA MONTE GRAPPA 5 ROMA",""
"ROMA","ROMA","025","RMEE8GW028","RMIC8GW005","VIALE ANGELICO 22 ROMA",""
"ROMA","ROMA","025","RMEE84501G","RMIC84500D","VIA CASSIODORO 2/A ROMA",""
"ROMA","ROMA","025","RMEE848024","RMIC848001","P. LE EROI 14 ROMA",""
"ROMA","ROMA","025","RMIC84500D","","ROMA - VIA CASSIODORO 2/A","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","025","RMIC8GX001","","ROMA - VIA ANTONIO MORDINI 19","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","025","RMIC8GW005","","ROMA - VIA MONTE ZEBIO 35","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","025","RMIC848001","","ROMA - VIA L. RIZZO 1","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMEE8BM01V","RMIC8BM00R","VIA SISTO QUARTO 176 ROMA",""
"ROMA","ROMA","026","RMEE8G1014","RMIC8G1002","VIA CORNELIA 73",""
"ROMA","ROMA","026","RMEE84401Q","RMIC84400N","VIA GAETANO SODINI 25 ROMA CASTEL DI GUIDO",""
"ROMA","ROMA","026","RMEE8GK021","RMIC8GK00T","VIA CARDINALE OREGLIA 48 ROMA",""
"ROMA","ROMA","026","RMEE8BN01P","RMIC8BN00L","VIA MARVASI 11 ROMA",""
"ROMA","ROMA","026","RMEE847028","RMIC847005","VIA S. MARIA ALLE FORNACI3 ROMA",""
"ROMA","ROMA","026","RMEE84402R","RMIC84400N","VIA CASALE PANTANELLE 15 ROMA",""
"ROMA","ROMA","026","RMEE8GL01Q","RMIC8GL00N","VIA SORISO 41 ROMA",""
"ROMA","ROMA","026","RMEE847017","RMIC847005","PIAZZA BORGONCINI 5 ROMA",""
"ROMA","ROMA","026","RMEE84403T","RMIC84400N","VIA BOCCEA KM. 13500 ROMA",""
"ROMA","ROMA","026","RMEE8GM02L","RMIC8GM00D","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"ROMA","ROMA","026","RMEE8GM01G","RMIC8GM00D","VIA CASALOTTI 85",""
"ROMA","ROMA","026","RMEE8G201X","RMIC8G200T","VIA CORNELIA 43",""
"ROMA","ROMA","026","RMEE8G1025","RMIC8G1002","VIA E. BONDI N. 83 ROMA",""
"ROMA","ROMA","026","RMEE847039","RMIC847005","VIA MANETTI 6 ROMA",""
"ROMA","ROMA","026","RMEE8G2021","RMIC8G200T","ROMA",""
"ROMA","ROMA","026","RMEE8GK01X","RMIC8GK00T","LARGO SAN PIO V 21 ROMA",""
"ROMA","ROMA","026","RMEE8GL02R","RMIC8GL00N","VIA LUCA PASSI 57 ROMA",""
"ROMA","ROMA","026","RMIC8BN00L","","ROMA - VIA GIORGIO DEL VECCHIO 24","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8GK00T","","ROMA - L. GO S. PIO V 20","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8GL00N","","ROMA - VIA SORISO 41","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC847005","","ROMA - P. ZZA BORGONCINI DUCA 5 ROMA","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8GM00D","","ROMA - VIA CASALOTTI 259","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8G1002","","ROMA - VIA CORNELIA 73","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8G200T","","ROMA - VIA ORMEA 6","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8BS00X","","ROMA - VIA NOMENTANA 56","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8BM00R","","ROMA - VIA ENNIO BONIFAZI 64","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC84400N","","ROMA - VIA BOCCEA 590","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMCT71000B","","ROMA - VIA PIETRO MAFFI 45","CON SEDE AMMINISTRATIVA"
"ROMA","ROMA","027","RMEE8GV04E","RMIC8GV009","VIA TAGGIA 70",""
"ROMA","ROMA","027","RMEE8GS01X","RMIC8GS00T","VIA GIUSEPPE MAZZATINTI 37 ROMA",""
"ROMA","ROMA","027","RMEE8GT01Q","RMIC8GT00N","VIA ASSAROTTI 13 ROMA",""
"ROMA","ROMA","027","RMEE8BP01E","RMIC8BP00C","VIA G. BITOSSI 5",""
"ROMA","ROMA","027","RMEE8G303T","RMIC8G300N","VIA DEL FORTE BRASCHI ROMA",""
"ROMA","ROMA","027","RMEE8GS021","RMIC8GS00T","VIA GIUSEPPE MAZZATINTI 15 ROMA",""
"ROMA","ROMA","027","RMEE8GU01G","RMIC8GU00D","VIA BELLINGERI-VIA VERGA 2",""
"ROMA","ROMA","027","RMEE8G501B","RMIC8G5009","VIA P. MAFFI 45 ROMA",""
"ROMA","ROMA","027","RMEE8GS032","RMIC8GS00T","VIA CIAMPOLI 21 OTTAVIA",""
"ROMA","ROMA","027","RMEE8G302R","RMIC8G300N","CIRC. NE GIANICOLENSE",""
"ROMA","ROMA","027","RMEE84602C","RMIC846009","VIA DI TORREVECCHIA 793",""
"ROMA","ROMA","027","RMEE84604E","RMIC846009","VIA D. AZZOLINO 33",""
"ROMA","ROMA","027","RMEE85703X","RMIC85700Q","TULLIANA 49 TRAGLIATA",""
"ROMA","ROMA","027","RMEE8GV03D","RMIC8GV009","VIA PINETA SACCHETTI",""
"ROMA","ROMA","027","RMEE84405X","RMIC84400N","VIA DI BOCCEA 590 ROMA",""
"ROMA","ROMA","027","RMEE84601B","RMIC846009","VIA DEL QUARTACCIO",""
"ROMA","ROMA","027","RMEE8GV01B","RMIC8GV009","VIA S. CELESTINA DONATI 110",""
"ROMA","ROMA","027","RMEE84603D","RMIC846009","VIA CEVA 248",""
"ROMA","ROMA","027","RMEE8GR01P","RMIC8GR00L","VIA ASCREA B. TA SANT'ANDREA",""
"ROMA","ROMA","027","RMEE8GV02C","RMIC8GV009","VIA BARILLAI 140 LOC. CASAL DI MARMO",""
"ROMA","ROMA","027","RMEE8G301Q","RMIC8G300N","VIA F. BORROMEO 57 ROMA",""
"ROMA","ROMA","027","RMEE8BQ01A","RMIC8BQ008","VIA APPIANO 15",""
"ROMA","ROMA","027","RMEE8GR03R","RMIC8GR00L","VIA ASCREA26 ROMA",""
"ROMA","ROMA","027","RMEE8GR02Q","RMIC8GR00L","VIA CASAL DEL MARMO 212",""
"ROMA","ROMA","027","RMEE8G502C","RMIC8G5009","VIA MAGLIONE 15 ROMA",""
"ROMA","ROMA","027","RMEE8GT03T","RMIC8GT00N","VIA TAVERNA95 ROMA",""
"ROMA","ROMA","027","RMEE8GT02R","RMIC8GT00N","VIA TRIONFALE 7333 ROMA",""
"ROMA","ROMA","027","RMEE8GT04V","RMIC8GT00N","VIA VALLOMBROSA 31 ROMA",""
"ROMA","ROMA","027","RMIC846009","","ROMA - VIA DI TORREVECCHIA 793","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMIC8BQ008","","ROMA - VIA APPIANO 15","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMIC8GU00D","","ROMA - VIA PESTALOZZI 5","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMIC8GV009","","ROMA - VIA S. C. DONATI 110","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMIC8GT00N","","ROMA - VIA TRIONFALE 7333","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMIC8GR00L","","ROMA - VIA CASAL DEL MARMO N. 212","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMIC8G300N","","ROMA - VIA F. BORROMEO 53","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMIC8G5009","","ROMA - VIA PIETRO MAFFI 45","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMIC8GS00T","","ROMA - VIA GIUSEPPE MAZZATINTI 15","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMIC8BP00C","","ROMA - VIA G. BITOSSI 5","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","028","RMEE86002P","RMIC86000G","VIA GIUSEPPE ADAMI 34 QUARTIERE CERQUETTA",""
"ROMA","ROMA","028","RMEE8F3026","RMIC8F3003","VIA A. SERRA 91 ROMA",""
"ROMA","ROMA","028","RMEE863015","RMIC863003","VIA BACCANO 10 ROMA",""
"ROMA","ROMA","028","RMEE864011","RMIC86400V","VIA VALLE DEL VESCOVO25 ROMA",""
"ROMA","ROMA","028","RMEE85802P","RMIC85800G","VIA ISOLA FARNESE 233 LOC. ISOLA FARNESE",""
"ROMA","ROMA","028","RMEE864022","RMIC86400V","LARGO CASTELSEPRIO 9 ROMA",""
"ROMA","ROMA","028","RMEE8F4011","RMIC8F400V","VIA GIACOMO MALVANO 20 ROMA",""
"ROMA","ROMA","028","RMEE8F3015","RMIC8F3003","VIA MENGOTTI 24 ROMA",""
"ROMA","ROMA","028","RMEE8BV017","RMIC8BV005","VIA FOSSO FONTANILETTO 29/B ROMA",""
"ROMA","ROMA","028","RMEE85702V","RMIC85700Q","VIA ANGUILLARESE 171 ZONA OSTERIA NUOVA",""
"ROMA","ROMA","028","RMEE85701T","RMIC85700Q","VIA SFORZINI 40 ZONA CESANO SCALO",""
"ROMA","ROMA","028","RMEE86001N","RMIC86000G","L. GO CESARE VICO LODOVICI N. 9 LOC. OLGIATA",""
"ROMA","ROMA","028","RMEE85801N","RMIC85800G","VIA CASSIA 1690 LA STORTA",""
"ROMA","ROMA","028","RMEE86701C","RMIC86700A","VIA VIBIO MARIANO 105",""
"ROMA","ROMA","028","RMEE86702D","RMIC86700A","VIA AL SESTO MIGLIO 78",""
"ROMA","ROMA","028","RMEE864033","RMIC86400V","VIA BREMBIO83 ROMA",""
"ROMA","ROMA","028","RMEE8AG01B","RMIC8AG009","VIA CONCESIO 2 ROMA",""
"ROMA","ROMA","028","RMEE85901D","RMIC85900B","VIA G. SILLA 25",""
"ROMA","ROMA","028","RMEE86703E","RMIC86700A","VIA SAN GODENZO 200",""
"ROMA","ROMA","028","RMEE863026","RMIC863003","VIA STAZ. PRIMA PORTA 16 ROMA",""
"ROMA","ROMA","028","RMEE8F4022","RMIC8F400V","VIA ZANDONAI 118 ROMA",""
"ROMA","ROMA","028","RMIC85700Q","","ZONA CESANO SCALO - VIA ORREA 23","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","028","RMIC8AG009","","ROMA - VIA CONCESIO 2","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","028","RMIC86400V","","ROMA - LARGO CASTELSEPRIO 9 ROMA","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","028","RMIC8F400V","","ROMA - VIA DELLA MARATONA 23","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","028","RMIC8F3003","","ROMA - VIA F. S. NITTI 61","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","028","RMIC863003","","ROMA - VIA BACCANO 38","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","028","RMIC85800G","","LA STORTA - VIA CASSIA 1694","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","028","RMIC85900B","","VIA G. SILLA 3","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","028","RMIC8BV005","","ROMA - GROTTAROSSA - VIA FOSSO FONTANILETTO 29/B","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","028","RMIC86700A","","ROMA - VIA VIBIO MARIANO 105","CON SEZIONI ASSOCIATE"
