"Prov","Comu","Dist","CodScuola","Descrizione","ScAssiciataA","Indirizzo","ScPrincipaleCon"
"FROSINONE","ISOLA DEL LIRI","056","FRAA83207Q","FRAA83207Q  CAPITINO (ASSOC. I. C. FRIC83200L)","FRIC83200L","VIA CAPITINO ISOLA DEL LIRI",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83209T","FRAA83209T  CARNELLO (ASSOC. I. C. FRIC83200L)","FRIC83200L","VIA CARNELLO ISOLA DEL LIRI",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83204L","FRAA83204L  FORLI (ASSOC. I. C. FRIC83200L)","FRIC83200L","VIA FORLI ISOLA DEL LIRI",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83208R","FRAA83208R  GARIBALDI (ASSOC. I. C. FRIC83200L)","FRIC83200L","VIA VALCATOIO ISOLA DEL LIRI",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83200C","FRAA83200C  I. C. ISOLA DEL LIRI (ASSOC. I. C. FRIC83200L)","FRIC83200L","VIA CARNELLO 38 ISOLA DEL LIRI",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83210X","FRAA83210X  STAZIONE (ASSOC. I. C. FRIC83200L)","FRIC83200L","LOC. STAZIONE ISOLA DEL LIRI",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA83500X","FRAA83500X  I. C. 2^ M. S. GIOV. CAMPANO (ASSOC. I. C. FRIC835004)","FRIC835004","VIA POZZO SAN PAOLO MONTE SAN GIOVANNI CAMPANO",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA833008","FRAA833008  I. C. 1^ M. S. GIOV. CAMPANO (ASSOC. I. C. FRIC83300C)","FRIC83300C","VIA COLLE S. MARCO MONTE SAN GIOVANNI CAMPANO",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA83302A","FRAA83302A  M. S. G. CAMPANO-REGGIMENTO (ASSOC. I. C. FRIC83300C)","FRIC83300C","VIA CARBONARO",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA835022","FRAA835022  MONTE S. G. C. COLLI (ASSOC. I. C. FRIC835004)","FRIC835004","VIA S. FILOMENA COLLI",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA835011","FRAA835011  MONTE S. G. C. ANITRELLA (ASSOC. I. C. FRIC835004)","FRIC835004","VIA ANITRELLA ANITRELLA",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA835033","FRAA835033  MONTE S. G. C. CHIAIAMARI (ASSOC. I. C. FRIC835004)","FRIC835004","VIA CHIAIAMARI CHIAIAMARI",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA83303B","FRAA83303B  MONTE S. G. C. LUCCA (ASSOC. I. C. FRIC83300C)","FRIC83300C","VIA LUCCA LUCCA",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRAA835044","FRAA835044  MONTE S. G. C. S. MARCO (ASSOC. I. C. FRIC835004)","FRIC835004","VIA POZZO SAN PAOLO MONTE SAN GIOVANNI CAMPANO",""
"FROSINONE","PESCOSOLIDO","056","FRAA81704E","FRAA81704E  SCUOLA INFANZIA FORCELLA (ASSOC. I. C. FRIC81700E)","FRIC81700E","CONTRADA FORCELLA PESCOSOLIDO",""
"FROSINONE","POSTA FIBRENO","056","FRAA81703D","FRAA81703D  SCUOLA INFANZIA POSTA FIBRENO (ASSOC. I. C. FRIC81700E)","FRIC81700E","VIA CASALVITTORIA 3 POSTA FIBRENO",""
"FROSINONE","ROCCADARCE","056","FRAA81604P","FRAA81604P  ROCCADARCE CAPOLUOGO (ASSOC. I. C. FRIC81600P)","FRIC81600P","VIA CANALE ROCCA D ARCE",""
"FROSINONE","SANTOPADRE","056","FRAA82906V","FRAA82906V  G. COLETTI SANTOPADRE (ASSOC. I. C. FRIC82900R)","FRIC82900R","VIALE 4 NOVEMBRE SANTOPADRE",""
"FROSINONE","SORA","056","FRAA85102X","FRAA85102X  RIONE INDIPENDENZA (ASSOC. I. C. FRIC851002)","FRIC851002","VIA GIUSEPPE DELLA MONICA SORA",""
"FROSINONE","SORA","056","FRAA850013","FRAA850013  CHIESA NUOVA (ASSOC. I. C. FRIC850006)","FRIC850006","VIA CHIESA NUOVA SORA",""
"FROSINONE","SORA","056","FRAA85101V","FRAA85101V  COMPRE S. VINCENZO (ASSOC. I. C. FRIC851002)","FRIC851002","VIA VALLERADICE SORA",""
"FROSINONE","SORA","056","FRAA84900T","FRAA84900T  I. C. 1^ SORA (ASSOC. I. C. FRIC849002)","FRIC849002","VIALE VINCENZO SIMONCELLI SORA",""
"FROSINONE","SORA","056","FRAA850002","FRAA850002  I. C. 2^ SORA (ASSOC. I. C. FRIC850006)","FRIC850006","VIA GUGLIELMO MARCONI SORA",""
"FROSINONE","SORA","056","FRAA85100T","FRAA85100T  I. C. 3^ SORA (ASSOC. I. C. FRIC851002)","FRIC851002","VIA PIEMONTE N. 20 SORA",""
"FROSINONE","SORA","056","FRAA850035","FRAA850035  S. ROCCO (ASSOC. I. C. FRIC850006)","FRIC850006","VIA SPINELLE SORA",""
"FROSINONE","SORA","056","FRAA850046","FRAA850046  S. LORENZO (ASSOC. I. C. FRIC850006)","FRIC850006","VIA PISACANE SORA",""
"FROSINONE","SORA","056","FRAA850057","FRAA850057  SORA CARNELLO (ASSOC. I. C. FRIC850006)","FRIC850006","PIAZZA M. TULLIO CICERONE SORA",""
"FROSINONE","SORA","056","FRAA849031","FRAA849031  SORA RIONE NAPOLI (ASSOC. I. C. FRIC849002)","FRIC849002","VIA DANTE ALIGHIERI SORA",""
"FROSINONE","SORA","056","FRAA850068","FRAA850068  SORA SCHITO VICENNE (ASSOC. I. C. FRIC850006)","FRIC850006","VIALE SAN DOMENICO SORA",""
"FROSINONE","VILLA LATINA","057","FRAA821013","FRAA821013  VILLA LATINA CAPOLUOGO (ASSOC. I. C. FRIC821006)","FRIC821006","PARCO DELLERIMEMBRANZE LOC. CAPOLUOGO",""
"FROSINONE","ALVITO","057","FRAA820028","FRAA820028  ALVITO CAPOLUOGO (ASSOC. I. C. FRIC82000A)","FRIC82000A","VIA RAMPA SAN NICOLA ALVITO",""
"FROSINONE","ALVITO","057","FRAA820006","FRAA820006  I. C. ALVITO (ASSOC. I. C. FRIC82000A)","FRIC82000A","VIA CASA GIAMOSCA 9 ALVITO",""
"FROSINONE","ATINA","057","FRAA821024","FRAA821024  ATINA PONTEMELFA (ASSOC. I. C. FRIC821006)","FRIC821006","VIA B. TAULERI ATINA",""
"FROSINONE","ATINA","057","FRAA821002","FRAA821002  I. C. ATINA (ASSOC. I. C. FRIC821006)","FRIC821006","VIA LIONE N. 95 ATINA",""
"FROSINONE","BELMONTE CASTELLO","057","FRAA821035","FRAA821035  BELMONTE C. CAPOLUOGO (ASSOC. I. C. FRIC821006)","FRIC821006","VIA POZZI LOC. CAPOLUOGO",""
"FROSINONE","CASALVIERI","057","FRAA819035","FRAA819035  CASALVIERI ROSELLI (ASSOC. I. C. FRIC819006)","FRIC819006","VIA ROSELLI ROSELLI",""
"FROSINONE","CASALVIERI","057","FRAA819002","FRAA819002  I. C. CASALVIERI (ASSOC. I. C. FRIC819006)","FRIC819006","VIA COLLE SANTA MARIA SNC CASALVIERI",""
"FROSINONE","GALLINARO","057","FRAA818028","FRAA818028  GALLINARO CAPOLUOGO (ASSOC. I. C. FRIC81800A)","FRIC81800A","LOC. CAPOLUOGO/",""
"FROSINONE","PICINISCO","057","FRAA821068","FRAA821068  PICINISCO CAPOLUOGO (ASSOC. I. C. FRIC821006)","FRIC821006","VIA MONATANO7 LOC. CAPOLUOGO/",""
"FROSINONE","SAN DONATO VAL DI COMINO","057","FRAA818006","FRAA818006  I. C. SAN DONATO VAL DI COMINO (ASSOC. I. C. FRIC81800A)","FRIC81800A","VIA ROMA 91 SAN DONATO VAL DI COMINO",""
"FROSINONE","SAN DONATO VAL DI COMINO","057","FRAA818017","FRAA818017  S. DONATO V. C. CAPOLUOGO (ASSOC. I. C. FRIC81800A)","FRIC81800A","PIAZZA G. MARCONI LOC. CAPOLUOGO",""
"FROSINONE","SETTEFRATI","057","FRAA818039","FRAA818039  SETTEFRATI PIETRAFITTA (ASSOC. I. C. FRIC81800A)","FRIC81800A","VIA PIETRAFITTA LOC. PIETRAFITTA",""
"FROSINONE","VICALVI","057","FRAA820017","FRAA820017  VICALVI DELICATA (ASSOC. I. C. FRIC82000A)","FRIC82000A","VIA DELICATA VICALVI",""
"FROSINONE","AQUINO","058","FRAA82301P","FRAA82301P  AQUINO CAPOLUOGO (ASSOC. I. C. FRIC82300T)","FRIC82300T","VIA A. MORO AQUINO",""
"FROSINONE","AQUINO","058","FRAA82303R","FRAA82303R  AQUINO MAZZAROPPI (ASSOC. I. C. FRIC82300T)","FRIC82300T","VIA MAZZAROPPI AQUINO",""
"FROSINONE","AQUINO","058","FRAA82300N","FRAA82300N  I. C. AQUINO (ASSOC. I. C. FRIC82300T)","FRIC82300T","V. LE MANZONI SNC AQUINO",""
"FROSINONE","CASTROCIELO","058","FRAA82201V","FRAA82201V  CASTROCIELO CAPOLUOGO (ASSOC. I. C. FRIC822002)","FRIC822002","PIAZZA SAN ROCCO CAPOLUOGO CASTROCIELO",""
"FROSINONE","CASTROCIELO","058","FRAA82202X","FRAA82202X  CASTROCIELO CASE DIANA (ASSOC. I. C. FRIC822002)","FRIC822002","VIA LATINA CASTROCIELO",""
"FROSINONE","CASTROCIELO","058","FRAA82200T","FRAA82200T  I. C. CASTROCIELO (ASSOC. I. C. FRIC822002)","FRIC822002","VIA MADONNA DI LORETO N. 25 CASTROCIELO",""
"FROSINONE","COLLE SAN MAGNO","058","FRAA834026","FRAA834026  COLLE S. MAGMO CAPOLUOGO (ASSOC. I. C. FRIC834008)","FRIC834008","CORSO GARIBALDI SNC COLLE SAN MAGNO",""
"FROSINONE","ESPERIA","058","FRAA80301D","FRAA80301D  ESPERIA BADIA (ASSOC. I. C. FRIC80300L)","FRIC80300L","VIA TROMBA DI ROSA BADIA",""
"FROSINONE","ESPERIA","058","FRAA80303G","FRAA80303G  ESPERIA MONTICELLI (ASSOC. I. C. FRIC80300L)","FRIC80300L","VIA BRACCIO MONTICELLI",""
"FROSINONE","ESPERIA","058","FRAA80304L","FRAA80304L  ESPERIA S. PIETRO (ASSOC. I. C. FRIC80300L)","FRIC80300L","VIA SAN ROCCO ESPERIA",""
"FROSINONE","ESPERIA","058","FRAA80300C","FRAA80300C  I. C. ESPERIA (ASSOC. I. C. FRIC80300L)","FRIC80300L","VIA SAN ROCCO 5 ESPERIA",""
"FROSINONE","PICO","058","FRAA81500P","FRAA81500P  I. C. PICO (ASSOC. I. C. FRIC81500V)","FRIC81500V","VIA ANTONINO CARNEVALE 32 PICO",""
"FROSINONE","PICO","058","FRAA81501Q","FRAA81501Q  PICO CAPOLUOGO (ASSOC. I. C. FRIC81500V)","FRIC81500V","VIA LIMATELLA 2 PICO",""
"FROSINONE","PONTECORVO","058","FRAA85300D","FRAA85300D  I. C. 1^ PONTECORVO (ASSOC. I. C. FRIC85300N)","FRIC85300N","VIA SAN NICONE PONTECORVO",""
"FROSINONE","PONTECORVO","058","FRAA85200N","FRAA85200N  I. C. 2^ PONTECORVO (ASSOC. I. C. FRIC85200T)","FRIC85200T","VIA ALDO MORO S. N. C. PONTECORVO",""
"FROSINONE","PONTECORVO","058","FRAA85303L","FRAA85303L  MELFI DI SOTTO - FORNELLE (ASSOC. I. C. FRIC85300N)","FRIC85300N","VIA MELFI DI SOTTO PONTECORVO",""
"FROSINONE","PONTECORVO","058","FRAA85301E","FRAA85301E  PONTECORVO CAPOLUOGO (ASSOC. I. C. FRIC85300N)","FRIC85300N","VIA XXIV MAGGIO PONTECORVO",""
"FROSINONE","PONTECORVO","058","FRAA85302G","FRAA85302G  PONTECORVO MELFI URBANA (ASSOC. I. C. FRIC85300N)","FRIC85300N","VIA SALVO D'ACQUISTO PONTECORVO",""
"FROSINONE","PONTECORVO","058","FRAA85201P","FRAA85201P  PONTECORVO PASTINE (ASSOC. I. C. FRIC85200T)","FRIC85200T","PIAZZA ROMITA 5 PONTECORVO",""
"FROSINONE","PONTECORVO","058","FRAA85304N","FRAA85304N  PONTECORVO S. ROCCO (ASSOC. I. C. FRIC85300N)","FRIC85300N","VIA RAVANO PONTECORVO",""
"FROSINONE","PONTECORVO","058","FRAA85202Q","FRAA85202Q  PONTECORVO TORDONI (ASSOC. I. C. FRIC85200T)","FRIC85200T","LOC. TORDONI PONTECORVO",""
"FROSINONE","ROCCASECCA","058","FRAA834004","FRAA834004  I. C. ROCCASECCA (ASSOC. I. C. FRIC834008)","FRIC834008","VIA PIAVE 9 ROCCASECCA",""
"FROSINONE","ROCCASECCA","058","FRAA834015","FRAA834015  ROCCASECCA CAPOLUOGO (ASSOC. I. C. FRIC834008)","FRIC834008","VIA SEVERINO GAZZELLONI2 ROCCASECCA",""
"FROSINONE","ROCCASECCA","058","FRAA834037","FRAA834037  ROCCASECCA SCALO-VIA LAZIO (ASSOC. I. C. FRIC834008)","FRIC834008","VIA LAZIO 1 ROCCASECCA",""
"FROSINONE","AUSONIA","059","FRAA82401E","FRAA82401E  AUSONIA CAPOMAZZA (ASSOC. I. C. FRIC82400N)","FRIC82400N","VIA ORFANOTROFIO LOC CAPOMAZZA",""
"FROSINONE","AUSONIA","059","FRAA82400D","FRAA82400D  I. C. AUSONIA (ASSOC. I. C. FRIC82400N)","FRIC82400N","C. DA MARTINI AUSONIA",""
"FROSINONE","CASSINO","059","FRAA85402B","FRAA85402B  CASSINO CAIRA (ASSOC. I. C. FRIC85400D)","FRIC85400D","",""
"FROSINONE","CASSINO","059","FRAA855038","FRAA855038  CASSINO COLOSSEO (ASSOC. I. C. FRIC855009)","FRIC855009","RIONE COLOSSEO CASSINO",""
"FROSINONE","CASSINO","059","FRAA85505A","FRAA85505A  CASSINO SANT'ANGELO IN TH (ASSOC. I. C. FRIC855009)","FRIC855009","CORSO TRIESTE CASSINO",""
"FROSINONE","CASSINO","059","FRAA85506B","FRAA85506B  CASSINO VIA DONIZETTI (ASSOC. I. C. FRIC855009)","FRIC855009","VIA DONIZETTI SNC CASSINO",""
"FROSINONE","CASSINO","059","FRAA856012","FRAA856012  CASSINO VIA ARNO (ASSOC. I. C. FRIC856005)","FRIC856005","VIA ARNO SNC CASSINO",""
"FROSINONE","CASSINO","059","FRAA85401A","FRAA85401A  CASSINO VIA ZAMOSCH (ASSOC. I. C. FRIC85400D)","FRIC85400D","VIA ZAMOSCH CASSINO",""
"FROSINONE","CASSINO","059","FRAA855005","FRAA855005  I. C. CASSINO 3 (ASSOC. I. C. FRIC855009)","FRIC855009","VIA SAN MARCO CASSINO",""
"FROSINONE","CASSINO","059","FRAA856001","FRAA856001  I. C. 1^ CASSINO (ASSOC. I. C. FRIC856005)","FRIC856005","VIA BELLINI1 CASSINO",""
"FROSINONE","CASSINO","059","FRAA854009","FRAA854009  I. C. 2 CASSINO (ASSOC. I. C. FRIC85400D)","FRIC85400D","VIA KARL HEROLD CASSINO",""
"FROSINONE","CASSINO","059","FRAA855027","FRAA855027  SAN SILVESTRO (ASSOC. I. C. FRIC855009)","FRIC855009","VIA SANTA LIBERA CASSINO",""
"FROSINONE","CASSINO","059","FRAA85507C","FRAA85507C  SCUOLA INFANZIA (ASSOC. I. C. FRIC855009)","FRIC855009","VIA ALFIERI CASSINO",""
"FROSINONE","CASSINO","059","FRAA855049","FRAA855049  VIA ARIGNI (ASSOC. I. C. FRIC855009)","FRIC855009","CASSINO",""
"FROSINONE","CASTELNUOVO PARANO","059","FRAA82402G","FRAA82402G  CASTELNUOVO P. CAPOLUOGO (ASSOC. I. C. FRIC82400N)","FRIC82400N","VIA VALLI LOC CAPOLUOGO",""
"FROSINONE","CERVARO","059","FRAA84301X","FRAA84301X  CERVARO CAPOLUOGO INFANZIA (ASSOC. I. C. FRIC843003)","FRIC843003","LARGO VERDI CERVARO",""
"FROSINONE","CERVARO","059","FRAA843021","FRAA843021  CERVARO COLLETORNESE INFANZIA (ASSOC. I. C. FRIC843003)","FRIC843003","VIA S. LUCIA CERVARO",""
"FROSINONE","CERVARO","059","FRAA843032","FRAA843032  CERVARO FORESTA INFANZIA (ASSOC. I. C. FRIC843003)","FRIC843003","VIA FORESTA CERVARO",""
"FROSINONE","CERVARO","059","FRAA843054","FRAA843054  CERVARO PASTENELLE INFANZIA (ASSOC. I. C. FRIC843003)","FRIC843003","VIA PASTENELLE CERVARO",""
"FROSINONE","CERVARO","059","FRAA843043","FRAA843043  CERVARO PORCHIO INFANZIA (ASSOC. I. C. FRIC843003)","FRIC843003","VIA SPINA CERVARO",""
"FROSINONE","CERVARO","059","FRAA84300V","FRAA84300V  I. C. CERVARO (ASSOC. I. C. FRIC843003)","FRIC843003","CORSO DELLA REPUBBLICA CERVARO",""
"FROSINONE","CORENO AUSONIO","059","FRAA82403L","FRAA82403L  CORENO AUSONIO CAPOLUOGO (ASSOC. I. C. FRIC82400N)","FRIC82400N","VIA T. TASSO LOC CAPOLUOGO",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FRAA82507L","FRAA82507L  DECORATO (ASSOC. I. C. FRIC82500D)","FRIC82500D","VIALE DECORATO PIEDIMONTE SAN GERMANO",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FRAA825009","FRAA825009  I. C. PIEDIMONTE SAN GERMANO (ASSOC. I. C. FRIC82500D)","FRIC82500D","VIA MILAZZO 21 PIEDIMONTE SAN GERMANO",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FRAA82502B","FRAA82502B  PIEDIMONTE S. G. -TERRAROSSA (ASSOC. I. C. FRIC82500D)","FRIC82500D","VIA MILAZZO",""
"FROSINONE","PIGNATARO INTERAMNA","059","FRAA826027","FRAA826027  PIGNATARO CAPOLUOGO (ASSOC. I. C. FRIC826009)","FRIC826009","VIA S. MARIA",""
"FROSINONE","SAN GIORGIO A LIRI","059","FRAA826005","FRAA826005  I. C. SAN GIORGIO A LIRI (ASSOC. I. C. FRIC826009)","FRIC826009","VIA GARIBALDI S. N. C. SAN GIORGIO A LIRI",""
"FROSINONE","SAN GIORGIO A LIRI","059","FRAA826016","FRAA826016  S. GIORGIO A LIRI (ASSOC. I. C. FRIC826009)","FRIC826009","VIA GARIBALDI",""
"FROSINONE","SANT'AMBROGIO SUL GARIGLIANO","059","FRAA80205T","FRAA80205T  S. AMBROGIO GAR. CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FRIC80200R","VIA ROMA SANT'AMBROGIO SUL G. NO",""
"FROSINONE","SANT'ANDREA DEL GARIGLIANO","059","FRAA80201N","FRAA80201N  S. ANDREA G. CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FRIC80200R","VIA FONTANA 6 SAN'ANDREA DEL GARIGLIANO",""
"FROSINONE","SANT'APOLLINARE","059","FRAA80200L","FRAA80200L  I. C. SANT'APOLLINARE (ASSOC. I. C. FRIC80200R)","FRIC80200R","VIA GIUSEPPE GARIBALDI 51 SANT'APOLLINARE",""
"FROSINONE","SANT'APOLLINARE","059","FRAA80203Q","FRAA80203Q  SANT'APOLLINARE  CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FRIC80200R","CORSO MAZZINI SANT'APOLLINARE",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA85700R","FRAA85700R  I. C. SANT'ELIA FIUMERAPIDO (ASSOC. I. C. FRIC857001)","FRIC857001","VIA DELLE TORRI SANT'ELIA FIUMERAPIDO",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA85701T","FRAA85701T  S. ELIA CAPOLUOGO (ASSOC. I. C. FRIC857001)","FRIC857001","VILLA COMUNALE LOC CAPOLUOGO",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA857052","FRAA857052  S. ELIA GUADO OLIVETO (ASSOC. I. C. FRIC857001)","FRIC857001","",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA857041","FRAA857041  S. ELIA OLIVELLA (ASSOC. I. C. FRIC857001)","FRIC857001","CONTRADA OLIVELLA",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA85702V","FRAA85702V  S. ELIA PORTELLA (ASSOC. I. C. FRIC857001)","FRIC857001","VIA COLLE IANNUCCI PORTELLA",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRAA857085","FRAA857085  S. ELIA VALLELUCE (ASSOC. I. C. FRIC857001)","FRIC857001","VIA VALLELUCE VALLELUCE",""
"FROSINONE","SAN VITTORE DEL LAZIO","059","FRAA843076","FRAA843076  S. VITTORE S. CESAREO INFANZIA (ASSOC. I. C. FRIC843003)","FRIC843003","VIA S. CESARIO SAN VITTORE DEL LAZIO",""
"FROSINONE","SAN VITTORE DEL LAZIO","059","FRAA843065","FRAA843065  SAN VITTORE CAPOLUOGO INFANZIA (ASSOC. I. C. FRIC843003)","FRIC843003","VIA BAGNO SAN VITTORE DEL LAZIO",""
"FROSINONE","VALLEMAIO","059","FRAA80204R","FRAA80204R  VALLEMAIO CAPOLUOGO (ASSOC. I. C. FRIC80200R)","FRIC80200R","PIAZZA ANNUNZIATA VALLEMAIO",""
"FROSINONE","VALLEROTONDA","059","FRAA857074","FRAA857074  VALLEROTONDA CAPOLUOGO (ASSOC. I. C. FRIC857001)","FRIC857001","PIAZZA MUNICIPIO",""
"FROSINONE","VALLEROTONDA","059","FRAA857063","FRAA857063  VALLEROTONDA VALVORI (ASSOC. I. C. FRIC857001)","FRIC857001","VIA CIRCUMVALLAZIONE VALVORI",""
"FROSINONE","VILLA SANTA LUCIA","059","FRAA82503C","FRAA82503C  VILLA S. LUCIA-CAPOLUOGO (ASSOC. I. C. FRIC82500D)","FRIC82500D","VIA ROMA",""
"FROSINONE","VILLA SANTA LUCIA","059","FRAA82505E","FRAA82505E  VILLA S. LUCIA-PIUMAROLA (ASSOC. I. C. FRIC82500D)","FRIC82500D","VIA DELLA SORGENTE FRAZ. PIUMAROLA",""
"FROSINONE","VITICUSO","059","FRAA843087","FRAA843087  VITICUSO S. ANTONINO INFANZIA (ASSOC. I. C. FRIC843003)","FRIC843003","VIA S. ANTONINO VITICUSO",""
"FROSINONE","FILETTINO","035","FREE807023","FREE807023  FILETTINO CAPOLUOGO (ASSOC. I. C. FRIC80700X)","FRIC80700X","",""
"FROSINONE","TREVI NEL LAZIO","035","FREE807034","FREE807034  TREVI NEL LAZIO CAPOLUOGO (ASSOC. I. C. FRIC80700X)","FRIC80700X","LOC CAPOLUOGO",""
"FROSINONE","TREVI NEL LAZIO","050","FRCT704009","FRCT704009  CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA","","ANAGNI - VIA SANT'ANGELO","CON SEDI CARCERARIE"
"FROSINONE","ACUTO","050","FREE836023","FREE836023  ACUTO CAPOLUOGO (ASSOC. I. C. FRIC83600X)","FRIC83600X","",""
"FROSINONE","ANAGNI","050","FREE056007","FREE056007  ANAGNI SCUOLA ELEM CONVITTO (CONVITTO NAZIONALE)","","PIAZZA R BONGHI 2 ANAGNI",""
"FROSINONE","ANAGNI","050","FREE056018","FREE056018  ANAGNI 'CONVITTO NAZIONALE' (PLESSO SEDE DI CIRCOLO)","","ANAGNI PIAZZA RUGGERO BONGHI",""
"FROSINONE","ANAGNI","050","FREE844022","FREE844022  ANAGNI COLLE S. BARTOLOMEO (ASSOC. I. C. FRIC84400V)","FRIC84400V","VIA S. BARTOLOMEO ANAGNI",""
"FROSINONE","ANAGNI","050","FREE844033","FREE844033  ANAGNI OSTERIA DELLA FONTANA (ASSOC. I. C. FRIC84400V)","FRIC84400V","P. ZZA S. GIUSEPPE ANAGNI",""
"FROSINONE","ANAGNI","050","FREE84502T","FREE84502T  ANAGNI PANTANELLO (ASSOC. I. C. FRIC84500P)","FRIC84500P","PANTANELLO",""
"FROSINONE","ANAGNI","050","FREE844044","FREE844044  ANAGNI PRATO (ASSOC. I. C. FRIC84400V)","FRIC84400V","VIA S. FILIPPO ANAGNI",""
"FROSINONE","ANAGNI","050","FREE844011","FREE844011  ANAGNI REG. MARGHERITA (ASSOC. I. C. FRIC84400V)","FRIC84400V","VIALE REG. MARGHERITA LOC CAPOLUOGO",""
"FROSINONE","ANAGNI","050","FREE84503V","FREE84503V  ANAGNI S. GIORGETTO (ASSOC. I. C. FRIC84500P)","FRIC84500P","VIA SAN GIORGETTO",""
"FROSINONE","ANAGNI","050","FREE84501R","FREE84501R  ANAGNI TUFANO (ASSOC. I. C. FRIC84500P)","FRIC84500P","TUFANO",""
"FROSINONE","ANAGNI","050","FRIC84400V","FRIC84400V  ISTITUTO COMPRENSIVO I. C. 1^ ANAGNI","","ANAGNI - VIALE REGINA MARGHERITA 17","CON SEZIONI ASSOCIATE"
"FROSINONE","ANAGNI","050","FRIC84500P","FRIC84500P  ISTITUTO COMPRENSIVO I. C. 2^ ANAGNI","","ANAGNI - VIA SAN GIORGETTO","CON SEZIONI ASSOCIATE"
"FROSINONE","FIUGGI","050","FREE836012","FREE836012  FIUGGI FONTE (ASSOC. I. C. FRIC83600X)","FRIC83600X","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"FROSINONE","FIUGGI","050","FRIC83600X","FRIC83600X  ISTITUTO COMPRENSIVO I. C. DI FIUGGI","","FIUGGI - VIA VAL MADONNA 14","CON SEZIONI ASSOCIATE"
"FROSINONE","PALIANO","050","FREE827017","FREE827017  PALIANO CAPOLUOGO (ASSOC. I. C. FRIC827005)","FRIC827005","VIA F. LLI BEGUINOT PALIANO",""
"FROSINONE","PALIANO","050","FREE70401N","FREE70401N  SCUOLA CARCERARIA (RUOLO SPECIALE SEDE CARCERARIA)","","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"FROSINONE","PALIANO","050","FRIC827005","FRIC827005  ISTITUTO COMPRENSIVO I. C. PALIANO","","PALIANO - VIA FRATELLI BEGUINOT 30/A","CON SEZIONI ASSOCIATE"
"FROSINONE","PIGLIO","050","FREE807012","FREE807012  PIGLIO CAPOLUOGO (ASSOC. I. C. FRIC80700X)","FRIC80700X","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"FROSINONE","PIGLIO","050","FRIC80700X","FRIC80700X  ISTITUTO COMPRENSIVO I. C. O. BOTTINI PIGLIO","","PIGLIO - VIA PIAGGE","CON SEZIONI ASSOCIATE"
"FROSINONE","SERRONE","050","FREE806016","FREE806016  SERRONE LA FORMA (ASSOC. I. C. FRIC806004)","FRIC806004","LA FORMA SERRONE",""
"FROSINONE","SERRONE","050","FRIC806004","FRIC806004  ISTITUTO COMPRENSIVO I. C. SERRONE","","SERRONE - VIA MONTE SCALAMBRA SNC","CON SEZIONI ASSOCIATE"
"FROSINONE","SGURGOLA","050","FREE84101D","FREE84101D  SGURGOLA CAPOLUOGO (ASSOC. I. C. FRIC84100B)","FRIC84100B","VIA 2 GIUGNO 22 SGURGOLA",""
"FROSINONE","SGURGOLA","050","FRIC84100B","FRIC84100B  ISTITUTO COMPRENSIVO I. C. SGURGOLA","","VIA DUE GIUGNO N. 22","CON SEZIONI ASSOCIATE"
"FROSINONE","ALATRI","051","FREE83701T","FREE83701T  ALATRI CECI (ASSOC. I. C. FRIC83700Q)","FRIC83700Q","VIA DEL CALSANZIO 7",""
"FROSINONE","ALATRI","051","FREE83801N","FREE83801N  ALATRI COLLELAVENA (ASSOC. I. C. FRIC83800G)","FRIC83800G","VIA DELLE CINQUE STRADE ALATRI",""
